# N  = 374
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 11.6466
#
# run	success	duration[mus]	usedSteps
0	1	1598454	5000109
1	1	1589174	5000210
2	1	1600746	5000068
3	1	1582516	5000077
4	1	1571012	5000061
5	1	1616629	5000229
6	1	1621859	5000000
7	1	1629979	5000085
8	1	1629001	5001001
9	1	1609242	5000000
10	1	1633105	5000780
11	1	1643447	5000096
12	1	1562547	5000223
13	1	1612353	5000018
14	1	1619019	5000065
15	1	1605775	5000288
16	1	1552681	5000404
17	1	1623447	5000196
18	1	1577982	5000085
19	1	1621688	5000051
