# N  = 921
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	1523326	4500822
1	1	1500411	4501282
2	1	1454603	4500800
3	1	1458951	4502287
4	1	1477793	4500611
5	1	1486118	4500034
6	1	1501473	4500929
7	1	1484723	4500609
8	1	1457847	4500817
9	1	1466426	4500109
10	1	1516467	4500785
11	1	1504038	4500259
12	1	1473897	4500346
13	1	1479314	4500828
14	1	1497663	4500329
15	1	1464653	4501234
16	1	1499140	4500341
17	1	1477141	4500253
18	1	1476149	4500024
19	1	1494811	4500141
