# N  = 2638084
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	102301675	127535221
1	1	113111919	127603500
2	1	117425979	127505665
3	1	115858586	127519163
4	1	102057041	127596314
5	1	102309170	127619492
6	1	102236845	127566994
7	1	102359768	127552467
8	1	101831946	127539523
9	1	102268963	127613126
10	1	102278616	127517368
11	1	102456828	127517452
12	1	102211553	127515588
13	1	117840513	127514657
14	1	102150931	127558854
15	1	102186038	127529429
16	1	102047966	127511639
17	1	102529342	127513473
18	1	102758892	127550474
19	1	102521470	127514859
