# N  = 2327100
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	20710191	34587178
1	1	16220674	28542534
2	1	20610847	34531836
3	1	20019442	28511405
4	1	16073043	28590103
5	1	19291498	28549751
6	1	20805491	34994440
7	1	20229291	28511822
8	1	20550452	28530566
9	1	15982472	28556053
10	1	20834947	34970406
11	1	16046170	28513065
12	1	16059940	28672070
13	1	16198914	28618882
14	1	18448847	28524863
15	1	20681055	34598622
16	1	16185503	28560108
17	1	16084347	28509859
18	1	20751382	34597560
19	1	19014293	28567570
