# N  = 61774
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	4606030	8000241
1	1	4555142	8021887
2	1	4656977	8022172
3	1	4109827	8031581
4	1	3271364	8011041
5	1	4495054	8027063
6	1	4066891	8000063
7	1	3652904	8037438
8	1	4443497	8018143
9	1	3267993	8072025
10	1	4264315	8001179
11	1	4778447	8015272
12	1	4125604	8037467
13	1	3235559	8025770
14	1	4091891	8020691
15	1	4636832	8003267
16	1	4037527	8010004
17	1	3738985	8014808
18	1	4419837	8019446
19	1	4990022	8058790
