# N  = 359882
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 100.937
#
# run	success	duration[mus]	usedSteps
0	1	28719276	47001022
1	1	33665913	53058094
2	1	33867441	53051580
3	1	28764180	47049515
4	1	33876721	53080088
5	1	33698643	53002847
6	1	28635971	47009784
7	1	33714928	53058474
8	1	28801722	47190882
9	1	33795406	53049279
10	1	33864410	53018108
11	1	33821549	53180208
12	1	33807383	53003777
13	1	28748634	47005719
14	1	28818578	47015150
15	1	33636991	53042520
16	1	33678977	53019445
17	1	33740147	53013480
18	1	33788782	53024018
19	1	32388168	47004271
