# N  = 3411696
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	15307096	26069921
1	1	19417020	34113386
2	1	15216005	26013041
3	1	17669383	26121714
4	1	15280848	26035124
5	1	18697916	30516217
6	1	15177283	26112613
7	1	15170903	26002858
8	1	15216995	26192326
9	1	15261738	26029561
10	1	17004817	26167162
11	1	19585142	34121097
12	1	18601974	31253610
13	1	15172577	26003380
14	1	15286528	26038593
15	1	15232775	26029884
16	1	15494849	26172099
17	1	15242838	26039153
18	1	15295769	26015452
19	1	15207642	26043727
