# N  = 516637
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 100.937
#
# run	success	duration[mus]	usedSteps
0	1	26689702	41005734
1	1	27245025	41053423
2	1	27210924	41003902
3	1	24689144	41036767
4	1	26691164	41020694
5	1	28044627	41019111
6	1	20723309	41027561
7	1	24920359	41055325
8	1	24801617	41018904
9	1	25401410	41021319
10	1	24774539	41025229
11	1	25666291	41006543
12	1	20802438	41016017
13	1	20523824	41048789
14	1	20590836	41032648
15	1	27128351	41042421
16	1	26292689	41010919
17	1	22959477	41040593
18	1	22889470	41052815
19	1	26616313	41029070
