# N  = 294566
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 100.937
#
# run	success	duration[mus]	usedSteps
0	1	75945717	105359005
1	1	76536167	105213348
2	1	78474753	105009209
3	1	77024830	105359346
4	1	74282234	105238714
5	0	89971267	0
6	1	76118481	105012492
7	1	76726819	105002508
8	1	78773285	105320129
9	1	69966366	105082696
10	1	78748856	105143869
11	1	70094677	105410467
12	1	77778631	105282138
13	1	76200007	105040637
14	1	79086736	105103219
15	1	69891000	105091009
16	1	69939984	105440896
17	1	69681796	105214985
18	1	76284102	105114974
19	1	77882333	105068200
