# N  = 14866
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	1924328	5000943
1	1	1925254	5002778
2	1	1915132	5016752
3	1	1836926	5000231
4	1	1896438	5004092
5	1	1912022	5009886
6	1	1917798	5003182
7	1	1850573	5004564
8	1	1891594	5000980
9	1	1915871	5008932
10	1	1869645	5002922
11	1	1915244	5022720
12	1	1904420	5002603
13	1	1921971	5009093
14	1	1924475	5002747
15	1	2705145	5001462
16	1	2684001	5007347
17	1	1969468	5009488
18	1	1869305	5001572
19	1	1917509	5005379
