# N  = 3497673
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	17807590	28012126
1	1	24189798	28089008
2	1	22666772	28007213
3	1	20364628	28012641
4	1	21810816	28060459
5	1	18377164	28060579
6	1	18398579	28088837
7	1	20462125	28174400
8	1	19772918	28105820
9	1	21532247	28037959
10	1	22921781	28009898
11	1	19503478	28029191
12	1	23899580	28021152
13	1	21542699	28001910
14	1	20746503	28039630
15	1	18173008	28193207
16	1	23102038	28027691
17	1	23159897	28040153
18	1	21126478	28008044
19	1	25643722	28053162
