# N  = 319
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 11.6466
#
# run	success	duration[mus]	usedSteps
0	1	4115254	12500008
1	1	4146822	12500013
2	1	4145148	12500202
3	1	4273986	12500077
4	1	4203194	12500033
5	1	4201260	12500015
6	1	4222394	12500058
7	1	4078747	12500079
8	1	4159113	12500004
9	1	4164961	12500017
10	1	4141806	12500109
11	1	4095908	12500151
12	1	4124419	12500059
13	1	4131558	12500000
14	1	4160874	12500012
15	1	4125200	12500133
16	1	4239779	12500180
17	1	4092485	12500178
18	1	4191838	12500086
19	1	4102244	12500015
