# N  = 696
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	1341604	4000621
1	1	1329263	4002260
2	1	1322412	4000287
3	1	1306911	4001070
4	1	1349550	4000001
5	1	1346181	4002369
6	1	1338227	4001500
7	1	1379082	4000035
8	1	1319075	4000991
9	1	1347728	4000329
10	1	1349666	4000247
11	1	1354025	4001300
12	1	1374523	4001131
13	1	1344895	4000728
14	1	1324669	4000765
15	1	1336061	4000042
16	1	1367752	4000066
17	1	1354026	4000413
18	1	1318192	4000347
19	1	1360377	4000271
