# N  = 2135888
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	19049311	33516302
1	1	19057116	33553337
2	1	21244583	33529624
3	1	22308929	33570409
4	1	23993424	33507992
5	1	19401650	33974012
6	1	19260224	33630614
7	1	24509776	33661741
8	1	21529541	33541882
9	1	22364828	33653408
10	1	23225362	33830192
11	1	27118807	33560542
12	1	19324642	33832213
13	1	19087854	33540520
14	1	24391083	33580635
15	1	25744039	33611356
16	1	25741900	33673295
17	1	22053452	33546333
18	1	24726535	33792865
19	1	20346456	33691972
