# N  = 24552
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 50.6728
#
# run	success	duration[mus]	usedSteps
0	1	3618470	9010318
1	1	5091937	9003732
2	1	4395973	9000702
3	1	4457882	9060550
4	1	5243354	11500162
5	1	4491115	9007957
6	1	5195821	11502419
7	1	5200345	9005678
8	1	3509678	9018061
9	1	3955445	9023237
10	1	4519329	9004002
11	1	5113407	11501102
12	1	3553972	9005261
13	1	5158978	11500558
14	1	3579320	9005255
15	1	5036341	9002784
16	1	3594848	9020163
17	1	5234063	9012615
18	1	5213683	11501685
19	1	4220894	9032786
