# N  = 941258
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	43444914	51041010
1	1	43432058	51192858
2	1	42378858	51015840
3	1	42308913	51006833
4	1	38396459	51036402
5	1	33602508	51010776
6	1	38567232	51031943
7	1	33677872	51060275
8	1	38512410	51070529
9	1	33516779	51001148
10	1	39522045	51017286
11	1	35545162	51010086
12	1	41128973	51001611
13	1	41455523	51049752
14	1	40402069	51025280
15	1	41313728	51017814
16	1	33424779	51023114
17	1	42834183	51036280
18	1	33829633	51043226
19	1	41168433	51175579
