# N  = 2223
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	4730741	13000798
1	1	4695430	13001140
2	1	4790517	13003860
3	1	4722860	13000556
4	1	4667536	13001196
5	1	4598163	13000963
6	1	4702805	13000674
7	1	4714342	13002069
8	1	4686821	13003004
9	1	4684035	13000000
10	1	4699158	13002635
11	1	4681481	13001442
12	1	4699364	13000066
13	1	4705737	13000023
14	1	4680631	13005478
15	1	4703885	13000853
16	1	4680356	13000042
17	1	4742160	13001643
18	1	4676888	13001683
19	1	4646668	13000146
