# N  = 42932
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	3230623	8027056
1	1	4908202	8010805
2	1	3312455	8025739
3	1	5231368	8032395
4	1	4526756	8019987
5	1	5284913	8008936
6	1	5509405	8103290
7	1	3272891	8037002
8	1	3560400	8008066
9	1	4701722	8170216
10	1	4277204	8002354
11	1	3300999	8028616
12	1	3333213	8050113
13	1	5090743	8008314
14	1	3320586	8013801
15	1	3327202	8015618
16	1	3776290	8037941
17	1	4480281	8017802
18	1	3258522	8011786
19	1	3331514	8011991
