# N  = 2418280
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	18399053	32296772
1	1	21761249	32197288
2	1	19435569	32306744
3	1	29529808	46069478
4	1	18216150	32072339
5	1	18341363	32294006
6	1	18211297	32032274
7	1	26927348	32023996
8	1	18324270	32129286
9	1	23583768	32202676
10	1	18117144	32060203
11	1	29363071	46066499
12	1	21983357	32377336
13	1	23593855	39000412
14	1	22922123	32488081
15	1	29635015	46134768
16	1	23780356	39232825
17	1	29720113	46213679
18	1	23613755	39109695
19	1	23648704	39042600
