# N  = 3330
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	1066096	3001912
1	1	1032896	3001672
2	1	1077466	3001678
3	1	1093399	3005422
4	1	1061240	3000653
5	1	1108592	3004730
6	1	1074630	3002810
7	1	1048848	3004180
8	1	1023891	3001383
9	1	1075108	3000973
10	1	1071805	3002073
11	1	1079298	3002648
12	1	1069734	3000861
13	1	1054521	3002358
14	1	1066725	3000263
15	1	1002262	3001133
16	1	1026884	3000948
17	1	1058305	3000568
18	1	1057043	3000725
19	1	1048542	3000140
