# N  = 2323
# Nc = 500
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	3589453	9001221
1	1	3566598	9000292
2	1	3618331	9001551
3	1	3571877	9000147
4	1	3594605	9000878
5	1	3588502	9000143
6	1	3561220	9000395
7	1	3604422	9001191
8	1	3558829	9000467
9	1	3601211	9000143
10	1	3620788	9000035
11	1	3574742	9000904
12	1	3598685	9000443
13	1	3558754	9000431
14	1	3569181	9000122
15	1	3641838	9000602
16	1	3559019	9000591
17	1	3569259	9000670
18	1	3554302	9000617
19	1	3633254	9000126
