# N  = 141328129
# Nc = 500
# Na = 500
# Fc = 0.997
# kB = 315.234
#
# run	success	duration[mus]	usedSteps
0	0	1372341775	1027500000
1	0	1381519554	1027500000
2	0	1381267666	1027500000
3	0	1381983475	1027500000
4	0	1381770074	1027500000
5	0	1381665514	1027500000
6	0	1381958794	1027500000
7	0	1382143394	1027500000
8	0	1382136754	1027500000
9	0	1382096453	1027500000
10	0	1382573580	1027500000
11	0	1382313918	1027500000
12	0	1382667101	1027500000
13	0	1381851725	1027500000
14	0	1381195782	1027500000
15	0	1380211217	1027500000
16	0	1383278483	1027500000
17	0	1381499456	1027500000
18	0	1382873178	1027500000
19	0	1380813557	1027500000
