# N  = 11607258
# Nc = 500
# Na = 500
# Fc = 0.997
# kB = 200.239
#
# run	success	duration[mus]	usedSteps
0	1	234394997	6355184
1	1	236114541	6355184
2	1	235990919	6355184
3	1	235915897	6355184
4	1	235872424	6355184
5	1	236065510	6355184
6	1	235937592	6355184
7	1	236045254	6355184
8	1	235859857	6355184
9	1	235868516	6355184
10	1	235902312	6355184
11	1	235968593	6355184
12	1	236301385	6355184
13	1	236061993	6355184
14	1	236101826	6355184
15	1	236087253	6355184
16	1	236318889	6355184
17	1	236248872	6355184
18	1	236067413	6355184
19	1	236056681	6355184
