# N  = 6294
# Nc = 1000
# Na = 1000
# Fc = 0.997
# kB = 15
#
# run	success	duration[mus]	usedSteps
0 1 4418344 80289715
1 1 4555964 76256053
2 1 4660323 77568680
3 1 4507467 82054250
4 1 5399614 91183813
5 1 4595467 83168411
6 1 4456828 81117937
7 1 4463008 81177364
8 1 4506339 81768807
9 1 4597822 83683394
