# N  = 564539
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	34985759	53054767
1	1	35161771	53071648
2	1	35028877	53015291
3	1	45971614	53198608
4	1	37127631	53167348
5	1	35250686	53322263
6	1	35227377	53069874
7	1	35164389	53017320
8	1	34895581	53133834
9	1	34972531	53096511
10	1	35030556	53053070
11	1	35097109	53039560
12	1	35098527	53098177
13	1	34952417	53007617
14	1	35287517	53249046
15	1	35160316	53054302
16	1	45478877	53001510
17	1	42634991	53132909
18	1	35085809	53071681
19	1	35109394	53029060
