# N  = 16080091
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 200.239
#
# run	success	duration[mus]	usedSteps
0	1	111721791	104022388
1	1	112145216	104074417
2	1	109197540	104022798
3	1	105588284	104080266
4	1	105089138	104017340
5	1	108264507	104012166
6	1	109511446	104025028
7	1	105322971	104012535
8	1	105274935	104412597
9	1	109390871	104124313
10	1	104870932	104031534
11	1	105457813	104061172
12	1	104954291	104016305
13	1	104930952	104000872
14	1	104432556	104095047
15	1	107443214	104051965
16	1	98606464	104004371
17	1	119880375	104072236
18	1	99791961	104011093
19	1	88953726	104047484
