# N  = 949
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	3244735	9500291
1	1	3291360	9500156
2	1	3248797	9500104
3	1	3247066	9500021
4	1	3249472	9500355
5	1	3221766	9500155
6	1	3223334	9500209
7	1	3237408	9500780
8	1	3264590	9500143
9	1	3212258	9500057
10	1	3209414	9500779
11	1	3226266	9500113
12	1	3205281	9500028
13	1	3227077	9500867
14	1	3221500	9500022
15	1	3215351	9500536
16	1	3239100	9500268
17	1	3283818	9500636
18	1	3268295	9500328
19	1	3318900	9500593
