# N  = 55
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 3.71873
#
# run	success	duration[mus]	usedSteps
0	1	1678947	6000091
1	1	1636297	6000057
2	1	1667740	6000018
3	1	1715182	6000031
4	1	1685039	6000000
5	1	1666883	6000041
6	1	1651190	6000074
7	1	1709380	6000022
8	1	1699962	6000080
9	1	1691278	6000007
10	1	1708078	6000243
11	1	1687860	6000149
12	1	1716188	6000008
13	1	1688824	6000010
14	1	1712670	6000033
15	1	1688525	6000007
16	1	1688280	6000034
17	1	1687232	6000000
18	1	1650723	6000029
19	1	1700601	6000036
