# N  = 4087
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	6245236	15500205
1	1	6134813	15500234
2	1	6226032	15500112
3	1	6051579	15500621
4	1	6132532	15500329
5	1	6189155	15500131
6	1	6073622	15500216
7	1	6095039	15500036
8	1	6159715	15500471
9	1	6215424	15500039
10	1	6104808	15500473
11	1	6048683	15500867
12	1	6235571	15501457
13	1	6149132	15504683
14	1	6153011	15500795
15	1	6119697	15500101
16	1	6176328	15500603
17	1	6219942	15500399
18	1	6177210	15500326
19	1	6173152	15500095
