# N  = 783061
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	54008842	65518482
1	1	44475864	65642595
2	1	44436033	65663591
3	1	44423871	65515478
4	1	44551170	65706799
5	1	58528690	65530331
6	1	48515797	65502623
7	1	44203548	65541912
8	1	44523631	65504429
9	1	44691065	65651734
10	1	44542523	65594907
11	1	44807886	65799366
12	1	44553309	65544065
13	1	44545100	65600891
14	1	53326318	65700051
15	1	44601881	65808915
16	1	44566096	65517654
17	1	44700543	65538645
18	1	44534687	65538933
19	1	52086693	65578586
