# N  = 10967
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	12160245	28002924
1	1	12224959	28001773
2	1	12148373	28000100
3	1	12082869	28000127
4	1	12221307	28001106
5	1	12173227	28003298
6	1	12132697	28000968
7	1	12176770	28000022
8	1	12105740	28000140
9	1	12143418	28004859
10	1	12134307	28001537
11	1	12160330	28002527
12	1	12011620	28000260
13	1	12091777	28001193
14	1	12095425	28000026
15	1	12204533	28001600
16	1	12146122	28002286
17	1	12231847	28001138
18	1	12226235	28001234
19	1	12258386	28002253
