# N  = 3570101
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	27583171	39625272
1	1	27488187	39627360
2	1	33723034	39629353
3	1	37101147	39534181
4	1	35695568	39789111
5	1	30714271	39592659
6	1	35381063	39834675
7	1	38386437	39783770
8	1	27956825	39676767
9	1	33356588	39541779
10	1	32791111	39576543
11	1	34773055	39649415
12	1	32808220	39557151
13	1	36894628	39588404
14	1	32869628	39626842
15	1	35308967	39511892
16	1	30361138	39588506
17	1	35152264	39651484
18	1	31533487	39557024
19	1	33674342	39536102
