# N  = 689
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	5175154	14500034
1	1	5142837	14500244
2	1	5090241	14500000
3	1	5111046	14500022
4	1	5152326	14500228
5	1	5118213	14500245
6	1	5175436	14500017
7	1	5090364	14500004
8	1	5038757	14500054
9	1	5105219	14500036
10	1	5106688	14500110
11	1	5159551	14500205
12	1	5200268	14500073
13	1	5099100	14500077
14	1	5080859	14500011
15	1	5143965	14500237
16	1	5182464	14500019
17	1	5078325	14500016
18	1	5024956	14500107
19	1	5212169	14500008
