# N  = 60253
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	15184978	30506938
1	1	15223813	30520078
2	1	15107649	30503287
3	1	16180592	30505500
4	1	15238924	30501183
5	1	17600108	30509464
6	1	15168797	30518826
7	1	15174730	30511405
8	1	15176544	30502887
9	1	15154898	30503231
10	1	15184183	30504966
11	1	15198347	30516733
12	1	15112761	30511638
13	1	15145586	30519997
14	1	15091427	30520949
15	1	15135780	30503120
16	1	15134223	30506906
17	1	21285027	30503110
18	1	16603191	30504524
19	1	15128100	30518678
