# N  = 793
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	6852458	19000135
1	1	6756552	19000111
2	1	6819540	19000012
3	1	6762075	19000002
4	1	6826895	19000021
5	1	6709066	19000060
6	1	6755484	19000121
7	1	6733050	19000018
8	1	6759029	19000045
9	1	6735679	19000095
10	1	6877125	19000117
11	1	6833466	19000010
12	1	6757273	19000137
13	1	6752910	19000049
14	1	6866569	19000014
15	1	6780508	19000061
16	1	6675107	19000086
17	1	6762078	19000025
18	1	6748244	19000095
19	1	6723887	19000058
