# N  = 804509
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	46343311	56042274
1	1	49079892	56033683
2	1	48176903	56013001
3	1	44066444	56015842
4	1	48575014	56010705
5	1	37182085	56003404
6	1	44136108	56038375
7	1	43219694	56034543
8	1	44730299	56005023
9	1	45887795	56004429
10	1	43884836	56043904
11	1	37165915	56010577
12	1	44170471	56015684
13	1	45233560	56029584
14	1	46172002	56011478
15	1	45841594	56013665
16	1	43530093	56000540
17	1	47117283	56003310
18	1	37071529	56023255
19	1	45080511	56039431
