# N  = 3817
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	7562303	20000141
1	1	7625541	20005728
2	1	7615195	20000690
3	1	7552663	20002377
4	1	7590415	20000283
5	1	7525637	20000059
6	1	7626347	20005280
7	1	7622279	20002174
8	1	7644421	20000801
9	1	7612227	20002849
10	1	7467980	20000556
11	1	7528058	20000727
12	1	7561245	20001235
13	1	7569081	20000228
14	1	7577775	20000131
15	1	7489619	20000160
16	1	7669795	20000457
17	1	7630954	20003032
18	1	7549480	20001370
19	1	7599112	20002884
