# N  = 3084113
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	28334155	40755013
1	1	33777354	40573204
2	1	35038609	40646243
3	1	34028754	40652773
4	1	28418407	40802659
5	1	28230199	40778681
6	1	28375566	40780251
7	1	35433710	40623455
8	1	38960626	40570299
9	1	28183291	40600404
10	1	35312865	40795224
11	1	28024939	40577818
12	1	30589358	40730695
13	1	35740421	40514409
14	1	35879979	40579755
15	1	33483225	40507753
16	1	33894672	40641529
17	1	35586146	40530910
18	1	28127753	40527321
19	1	37861030	40559850
