# N  = 9713
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	12127385	28001298
1	1	12311276	28001194
2	1	12181192	28002371
3	1	12215768	28000037
4	1	12298169	28000933
5	1	12913867	28000821
6	1	12138937	28000504
7	1	12248465	28000242
8	1	12193203	28001491
9	1	12248471	28001051
10	1	13209966	28000196
11	1	12320045	28000362
12	1	12207854	28000036
13	1	12210918	28000967
14	1	13835471	28000019
15	1	12230726	28000588
16	1	12254641	28000264
17	1	12253572	28005932
18	1	12216753	28001322
19	1	13640117	28001217
