# N  = 14617
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	14524257	32000484
1	1	14435491	32003645
2	1	14630254	32002577
3	1	14524152	32015115
4	1	14497232	32002150
5	1	14520875	32002243
6	1	14468237	32008694
7	1	14576973	32000319
8	1	14685833	32002058
9	1	14408085	32000200
10	1	14467855	32001921
11	1	14493667	32004982
12	1	14428865	32001453
13	1	14698081	32000305
14	1	14463636	32000207
15	1	14482417	32002695
16	1	14582431	32000667
17	1	14573068	32002825
18	1	14527328	32000502
19	1	14547988	32000192
