# N  = 33
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 3.71873
#
# run	success	duration[mus]	usedSteps
0	1	1559694	5500003
1	1	1543619	5500014
2	1	1561243	5500000
3	1	1500942	5500000
4	1	1548595	5500025
5	1	1541520	5500000
6	1	1507003	5500005
7	1	1507399	5500086
8	1	1548184	5500000
9	1	1530059	5500035
10	1	1556886	5500008
11	1	1483058	5500029
12	1	1490758	5500000
13	1	1512615	5500035
14	1	1519914	5500000
15	1	1500134	5500000
16	1	1533885	5500026
17	1	1557353	5500037
18	1	1517560	5500011
19	1	1553876	5500000
