# N  = 45151
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	13982038	27508560
1	1	15505184	27505395
2	1	17628361	27506065
3	1	15379853	27502789
4	1	15724420	27504973
5	1	14097894	27530651
6	1	15242197	27545926
7	1	15595043	27506126
8	1	15955884	27510214
9	1	16491446	31008640
10	1	15610560	27508154
11	1	15929971	27500306
12	1	15686647	27515387
13	1	13957102	27517020
14	1	15820365	27511358
15	1	14148475	27506939
16	1	16808073	27519355
17	1	15115616	27506310
18	1	16277372	27502639
19	1	13980131	27504549
