# N  = 10587
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	7062398	15504118
1	1	6045240	15507298
2	1	5956495	15502124
3	1	5984335	15501747
4	1	6008736	15505499
5	1	5943420	15501019
6	1	5986808	15503167
7	1	6008804	15502783
8	1	5949913	15500734
9	1	6043656	15501746
10	1	5956379	15504314
11	1	6028321	15500322
12	1	5917768	15508322
13	1	5983856	15500960
14	1	6080851	15507030
15	1	5966613	15501668
16	1	6005594	15500568
17	1	5933768	15501665
18	1	5988045	15500311
19	1	5967630	15503126
