# N  = 47863
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	5653623	12500480
1	1	9538551	12500877
2	1	7808060	12501503
3	1	7354270	12501123
4	1	7345831	12501845
5	1	7145072	12500277
6	1	7101737	12500157
7	1	6482681	12500557
8	1	5609126	12503847
9	1	6003204	12500167
10	1	5764095	12502379
11	1	7426478	12501465
12	1	6819294	12503031
13	1	6969912	12500334
14	1	6818590	12504848
15	1	7713501	12504748
16	1	7573128	12501740
17	1	6854226	12501014
18	1	5716945	12500637
19	1	6618599	12504225
