# N  = 2429
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	7039434	18501232
1	1	6915820	18500443
2	1	6868000	18500103
3	1	7012720	18500454
4	1	6964253	18500054
5	1	6933801	18501568
6	1	6959497	18500663
7	1	6958278	18501336
8	1	6980502	18500467
9	1	7004615	18500103
10	1	7006536	18500937
11	1	7021951	18500005
12	1	7001862	18500155
13	1	6942129	18500871
14	1	7048507	18500305
15	1	6994035	18500805
16	1	6982516	18500303
17	1	6909020	18501129
18	1	6933726	18501851
19	1	6903391	18500284
