# N  = 2323
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	7219221	18001071
1	1	7114236	18000157
2	1	7117801	18000194
3	1	7125574	18000274
4	1	7151470	18000155
5	1	7107618	18000065
6	1	7136937	18000559
7	1	7134794	18000733
8	1	7070211	18000325
9	1	7187794	18000972
10	1	7105021	18000581
11	1	7161065	18000143
12	1	7088001	18000943
13	1	7084757	18000277
14	1	7144216	18000050
15	1	7145537	18000796
16	1	7064793	18000166
17	1	7170697	18000807
18	1	7174321	18000544
19	1	7048329	18000815
