# N  = 14611
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	4969420	12000270
1	1	5020134	12000702
2	1	5035455	12001538
3	1	4947709	12000895
4	1	4950630	12007118
5	1	5410535	12000639
6	1	4871037	12001479
7	1	5924335	12003008
8	1	5394970	12000825
9	1	5676133	12004099
10	1	4941214	12008104
11	1	4966219	12000065
12	1	4971398	12002004
13	1	4963988	12000247
14	1	5046052	12002036
15	1	5038775	12009146
16	1	4953301	12002061
17	1	5660185	12000291
18	1	4919051	12000992
19	1	5001922	12001525
