# N  = 36667
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	28139996	53001024
1	1	28219740	53001455
2	1	28067183	53001100
3	1	27984601	53001347
4	1	28160680	53000113
5	1	28033275	53000106
6	1	32170035	53001141
7	1	27999350	53000414
8	1	28182955	53000248
9	1	27954600	53001115
10	1	27999516	53000241
11	1	27975479	53000103
12	1	28034600	53000029
13	1	28032679	53001144
14	1	28039128	53000983
15	1	27949193	53000111
16	1	27878989	53000145
17	1	28162620	53000638
18	1	28109862	53000731
19	1	28129760	53000622
