# N  = 871
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	3261284	9500095
1	1	3303632	9500053
2	1	3282450	9500969
3	1	3211759	9500379
4	1	3214720	9500991
5	1	3278283	9500013
6	1	3267249	9501012
7	1	3144022	9501293
8	1	3214708	9500122
9	1	3317125	9500660
10	1	3225217	9500191
11	1	3244988	9500853
12	1	3300489	9500464
13	1	3247737	9501538
14	1	3247783	9500048
15	1	3306749	9500205
16	1	3279592	9500109
17	1	3208706	9501173
18	1	3238214	9500000
19	1	3230302	9500043
