# N  = 533342
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	79796802	112502424
1	1	84398370	112792159
2	1	89704131	112912004
3	0	98451090	0
4	1	82920337	112860558
5	0	104832372	0
6	1	97040389	112520442
7	1	96033986	112508072
8	1	89875779	112657426
9	1	81360542	112720910
10	1	91726084	112631589
11	0	109857592	0
12	1	79985710	112836041
13	1	84862815	112682239
14	1	92941075	112643759
15	0	104650466	0
16	1	87813588	112593268
17	1	85325647	112508636
18	0	98139524	0
19	0	108159654	0
