# N  = 14685779
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 200.239
#
# run	success	duration[mus]	usedSteps
0	1	197389110	0
1	1	103769050	101962504
2	1	105193186	101718790
3	0	221106446	0
4	1	103551023	101657644
5	1	109605910	101846465
6	1	87110096	101743990
7	0	214750893	0
8	1	108294237	101870744
9	1	99562743	110064842
10	1	115820407	101643439
11	1	98814367	101920062
12	1	117225981	110135867
13	1	89468722	101788204
14	1	108234848	101850852
15	1	112402479	110075376
16	1	108202453	101678890
17	1	92124712	101882103
18	1	95392378	101730227
19	1	105008093	101598715
