# N  = 3107
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 26.5624
#
# run	success	duration[mus]	usedSteps
0	1	11172678	28000099
1	1	11186954	28000231
2	1	11211197	28000008
3	1	11119401	28000052
4	1	11165528	28000412
5	1	11190191	28000089
6	1	11154000	28000160
7	1	11361641	28000089
8	1	11267574	28000015
9	1	11200801	28000033
10	1	11169988	28000077
11	1	11144265	28000016
12	1	11194994	28000076
13	1	11305206	28000387
14	1	11210056	28000063
15	1	11296220	28000203
16	1	11256949	28000007
17	1	11310587	28000168
18	1	11213518	28000062
19	1	11208677	28000045
