# N  = 13843
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	16586436	33000374
1	1	15584481	33000046
2	1	15471943	33000049
3	1	15496015	33000000
4	1	15713817	33000078
5	1	16839234	33000018
6	1	15438020	33000144
7	1	16731899	33000030
8	1	15440757	33000057
9	1	15511289	33000182
10	1	15512802	33000000
11	1	15572045	33000251
12	1	16634054	33000097
13	1	16734965	33000242
14	1	15483828	33000165
15	1	16478195	33000132
16	1	15490360	33000208
17	1	15569287	33000123
18	1	15460618	33000233
19	1	15596370	33000171
