# N  = 39281
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	17828434	37020365
1	1	19907172	37002732
2	1	17810390	37000959
3	1	19453734	37004332
4	1	19163993	37007823
5	1	17899239	37005163
6	1	20175511	37001529
7	1	20076859	37005480
8	1	19701867	37000095
9	1	19670705	37002223
10	1	19668744	37001328
11	1	19707420	37005113
12	1	18963118	37002226
13	1	19647453	37001187
14	1	18853200	37001720
15	1	18986600	37002062
16	1	19862347	37000028
17	1	19279591	37002526
18	1	18835601	37002771
19	1	18683332	37005115
