# N  = 15877171
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 200.239
#
# run	success	duration[mus]	usedSteps
0	1	89551799	80068114
1	1	65439821	80006549
2	1	83593950	80008418
3	1	76223180	80007089
4	1	85151816	80003685
5	1	84611693	80014906
6	1	83980240	80056016
7	1	65703546	80068624
8	1	84900334	80008284
9	1	81213433	80040077
10	1	80751451	80075684
11	1	65501287	80007626
12	1	85359823	80015345
13	1	82903550	80049624
14	1	79996984	80028695
15	1	78617169	80018170
16	1	75422105	80003235
17	1	80728005	80002383
18	1	82902116	80017958
19	1	80298688	80010978
