# N  = 55189
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	21202927	36000747
1	1	21867878	36002623
2	1	19367752	36001511
3	1	23103076	36002502
4	1	19013424	36002480
5	1	19106623	36000187
6	1	19774705	36002377
7	1	19104982	36002608
8	1	23979487	36000335
9	1	25054820	36000390
10	1	19187858	36002750
11	1	18905907	36004689
12	1	22604030	36001185
13	1	24789260	36000310
14	1	29479994	36000996
15	1	26503948	36000102
16	1	24680731	36000582
17	1	23874379	36008235
18	1	20090170	36000326
19	1	25015294	36003685
