# N  = 12851
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 41.4782
#
# run	success	duration[mus]	usedSteps
0	1	13116290	28004106
1	1	12923534	28003151
2	1	12987605	28009267
3	1	12936802	28000341
4	1	12817399	28002553
5	1	12944502	28000254
6	1	13012795	28004103
7	1	14326315	28002412
8	1	14805669	28008123
9	1	13086155	28007446
10	1	12971340	28009676
11	1	12860644	28005342
12	1	13885951	28003902
13	1	12880686	28003400
14	1	12861220	28002847
15	1	12933154	28004557
16	1	12962519	28006686
17	1	12916142	28003985
18	1	14279398	28004224
19	1	12981322	28004802
