# N  = 662563
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 117.283
#
# run	success	duration[mus]	usedSteps
0	1	21371779	37121496
1	1	19931598	37079907
2	1	20105769	37079090
3	1	24743307	36514178
4	1	20136764	37014886
5	1	20123998	37249258
6	1	20010486	37008258
7	1	20184367	37271326
8	1	20079300	37045846
9	1	20219599	37023409
10	1	25414757	37006685
11	1	20190159	37041461
12	1	20065060	37082403
13	1	21215249	36508310
14	1	23125872	37240065
15	1	25461747	37065446
16	1	22954372	36510433
17	1	20376816	37383735
18	1	20127002	37125518
19	1	20027898	37037368
