# N  = 943
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	4363971	12500039
1	1	4382970	12501185
2	1	4382703	12500649
3	1	4494844	12500090
4	1	4387445	12500298
5	1	4419251	12500101
6	1	4373196	12500022
7	1	4345510	12500051
8	1	4410163	12500649
9	1	4318708	12500406
10	1	4401129	12500782
11	1	4467340	12500564
12	1	4396182	12500487
13	1	4440701	12500562
14	1	4319893	12500137
15	1	4371901	12500039
16	1	4383506	12500411
17	1	4399388	12500165
18	1	4395095	12500309
19	1	4407971	12500164
