# N  = 42319
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 61.1343
#
# run	success	duration[mus]	usedSteps
0	1	16166889	31504562
1	1	17127719	31503500
2	1	20461009	31501220
3	1	17985467	31505926
4	1	16401029	31501789
5	1	17540775	31509555
6	1	18263095	31509726
7	1	17911084	31507766
8	1	17641338	31501701
9	1	18110899	31503937
10	1	18090372	31500207
11	1	17820095	31500489
12	1	18357055	31501792
13	1	19456987	31505361
14	1	16340666	31509209
15	1	17952946	31500712
16	1	18473318	31501574
17	1	18217001	31512622
18	1	16736713	31505858
19	1	18504300	31516041
