# N  = 989
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	5953501	17000072
1	1	6051709	17000416
2	1	6045900	17000000
3	1	6028500	17000058
4	1	6063615	17000281
5	1	6148831	17000680
6	1	6047298	17000130
7	1	6102739	17000108
8	1	6043398	17000277
9	1	5972202	17000533
10	1	6096715	17000817
11	1	6020666	17000001
12	1	6128691	17000039
13	1	6091814	17000136
14	1	5991580	17000007
15	1	6031404	17000414
16	1	6179149	17000107
17	1	6094494	17000080
18	1	6089881	17000307
19	1	6098166	17000071
