# N  = 3168391
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 155.083
#
# run	success	duration[mus]	usedSteps
0	1	54412918	73068377
1	1	67707786	73002875
2	1	56996514	73072597
3	1	69246538	73119890
4	1	54457780	73003627
5	1	78691102	73006183
6	1	54789392	73011371
7	1	55077605	73206057
8	1	72753287	73018414
9	1	66120516	73006812
10	1	70550875	73113137
11	1	63772336	73008102
12	1	67072320	73072128
13	1	72272609	73019657
14	1	62579590	73039643
15	1	62094912	73121910
16	1	68119672	73009789
17	1	56697868	73047823
18	1	66980732	73044962
19	1	54341150	73024044
