# N  = 49
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 3.71873
#
# run	success	duration[mus]	usedSteps
0	1	2253465	8000000
1	1	2283379	8000000
2	1	2339047	8000000
3	1	2249949	8000000
4	1	2236556	8000000
5	1	2222263	8000000
6	1	2275107	8000000
7	1	2249405	8000000
8	1	2244787	8000000
9	1	2247115	8000000
10	1	2205959	8000000
11	1	2264080	8000000
12	1	2213390	8000000
13	1	2254652	8000000
14	1	2246583	8000000
15	1	2259435	8000000
16	1	2289944	8000000
17	1	2247198	8000000
18	1	2263669	8000000
19	1	2268219	8000000
