# N  = 851
# Nc = 1000
# Na = 500
# Fc = 0.997
# kB = 15.7331
#
# run	success	duration[mus]	usedSteps
0	1	4360557	12500433
1	1	4387831	12500062
2	1	4352954	12500184
3	1	4357422	12500075
4	1	4338629	12500312
5	1	4313557	12500434
6	1	4400999	12500241
7	1	4350311	12501124
8	1	4350214	12500490
9	1	4409321	12501528
10	1	4402817	12500372
11	1	4449478	12501329
12	1	4364540	12500049
13	1	4408537	12500015
14	1	4378769	12500023
15	1	4364466	12501590
16	1	4406396	12500654
17	1	4488541	12500234
18	1	4442221	12500243
19	1	4424356	12500110
